Claim_ID,Food_ID,Receiver_ID,Status,Timestamp,Weekday,Hour,Month,Days_Since_Claim,Status_Code,Food_Name,Quantity,Expiry_Date,Provider_ID,Provider_Type,Location,Food_Type,Meal_Type,Days_To_Expiry,Is_Expired,Meal_Type_Code,Food_Type_Code,Name,Type,Address,City,Contact,Type_Code,City_Name_Length,Address_Length,Name_Receiver,Type_Receiver,City_Receiver,Contact_Receiver,Type_Code_Receiver,City_Name_Length_Receiver,Contact_Length
758,877,472,Cancelled,2025-03-20 02:09:00,Thursday,2,March,146,0,Chicken,8,2025-03-20,374,Grocery Store,Steeleport,Non-vegetarian,Lunch,-147,True,2,0,"Pollard, Yoder And Martin",Grocery Store,"3352 Willis Junctions Apt. 432
Lake Pamelaborough, NV 36555",Steeleport,731-612-0267x787,1,10,59,Brian Hill,Charity,Port Dominique,001-468-666-0994x3200,0,14,21
759,174,219,Cancelled,2025-03-18 11:19:00,Tuesday,11,March,148,0,Chicken,23,2025-03-22,903,Catering Service,Lake Kari,Vegan,Breakfast,-145,True,0,1,"Galloway, Hall And Oconnell",Catering Service,"08907 Paige Canyon Suite 640
West Michaelborough, RI 85483",Lake Kari,558699-9188x092,0,9,58,Alex Rogers,Charity,Lake Austinmouth,+1-017-613-1019,0,16,15
760,828,212,Completed,2025-03-13 16:00:00,Thursday,16,March,153,1,Vegetables,21,2025-03-24,636,Grocery Store,West Omarside,Non-vegetarian,Breakfast,-143,True,0,0,Carroll-Stanley,Grocery Store,"Unit 2028 Box 0350
DPO AP 33410",West Omarside,8493391687x68179,1,13,31,Ronald Gonzalez,Shelter,Stevenmouth,+1-946-378-3210x0415,3,11,20
761,205,351,Completed,2025-03-12 20:51:00,Wednesday,20,March,154,1,Dairy,13,2025-03-20,22,Catering Service,Port Lisamouth,Vegan,Breakfast,-147,True,0,1,Miller-Carter,Catering Service,"44329 Hendrix Land
Port Christine, AL 43242",Port Lisamouth,+1-868-016-4774,0,14,43,Kerry Jones,Charity,New Christopher,725-779-5651,0,15,12
762,505,275,Cancelled,2025-03-16 00:02:00,Sunday,0,March,150,0,Pasta,12,2025-03-22,494,Supermarket,New Denise,Vegetarian,Snacks,-145,True,3,2,"Anderson, Adams And Roberts",Supermarket,"Unit 8792 Box 5188
DPO AP 55807",New Denise,+1-941-120-2190x554,3,10,31,Michael Johnson,Individual,Longmouth,0810428712,1,9,10
763,331,52,Cancelled,2025-03-13 07:51:00,Thursday,7,March,153,0,Fish,8,2025-03-22,480,Catering Service,East Kevin,Vegan,Breakfast,-145,True,0,1,Brooks-Mccarty,Catering Service,"8686 Thomas Union
East Leonmouth, CO 18252",East Kevin,297995-3926,0,10,42,Cheryl Dillon,Ngo,Hornemouth,3501461578,2,10,10
764,28,788,Completed,2025-03-16 04:52:00,Sunday,4,March,150,1,Chicken,5,2025-03-22,606,Grocery Store,North Nathan,Vegan,Dinner,-145,True,1,1,"Freeman, Decker And Johnson",Grocery Store,"6294 Gregory Throughway Suite 517
West Marychester, NM 35832",North Nathan,290-849-5446x412,1,12,60,Beth Phillips,Ngo,Zacharyview,293383-2279x8386,2,11,16
765,168,695,Pending,2025-03-17 09:49:00,Monday,9,March,149,2,Salad,26,2025-03-20,306,Catering Service,North Keith,Non-vegetarian,Lunch,-147,True,2,0,"Evans, Wright And Mitchell",Catering Service,"73725 Anthony Way Apt. 971
West Pamela, OH 61366",North Keith,001-726-568-9224,0,11,48,Janet Newton,Individual,West Amandaport,930-590-8261,1,15,12
766,945,781,Completed,2025-03-10 09:20:00,Monday,9,March,156,1,Vegetables,16,2025-03-21,351,Grocery Store,South Stefanietown,Vegetarian,Breakfast,-146,True,0,2,Berry-Mack,Grocery Store,"188 Tamara Crossroad
Lake Melissa, FL 63621",South Stefanietown,769872-1659,1,18,43,Jason Taylor,Ngo,Reginaburgh,150-638-0354x9178,2,11,17
767,798,355,Completed,2025-03-09 18:34:00,Sunday,18,March,157,1,Fish,3,2025-03-30,413,Catering Service,North Mike,Vegetarian,Lunch,-137,True,2,2,"Davis, Bowen And Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,0,10,49,Brian Hoffman,Shelter,Lake Dillonborough,718753-5421x7242,3,18,16
768,939,213,Pending,2025-03-18 16:20:00,Tuesday,16,March,148,2,Rice,45,2025-03-18,983,Grocery Store,Herbertbury,Non-vegetarian,Dinner,-149,True,1,0,"Munoz, Stone And Wallace",Grocery Store,"739 Adams Alley
Vangborough, IN 50041",Herbertbury,041135-3095x826,1,11,37,Kelly Barber,Ngo,Emilymouth,259-420-4088x04690,2,10,18
769,971,107,Cancelled,2025-03-04 01:25:00,Tuesday,1,March,162,0,Fish,7,2025-03-18,751,Restaurant,East Richardside,Vegetarian,Snacks,-149,True,3,2,"Bryant, Jacobson And West",Restaurant,"127 Michelle Views Suite 097
Lake Steven, TX 04725",East Richardside,001-075-347-0236x69878,2,16,50,Jessica Morris,Ngo,Port Elizabethton,137776-1761,2,17,11
770,917,328,Completed,2025-03-11 08:12:00,Tuesday,8,March,155,1,Soup,15,2025-03-28,393,Restaurant,Heatherview,Vegan,Dinner,-139,True,1,1,Steele Ltd,Restaurant,"79988 Laura Motorway Suite 853
West Kennethfort, NV 88945",Heatherview,001-300-000-8103x26863,2,11,57,Carlos Lawrence,Individual,New Justinhaven,2725803538,1,15,10
771,297,181,Cancelled,2025-03-13 01:15:00,Thursday,1,March,153,0,Pasta,46,2025-03-19,409,Grocery Store,East Roberthaven,Non-vegetarian,Breakfast,-148,True,0,0,Ayala Llc,Grocery Store,"PSC 6395, Box 4259
APO AE 55285",East Roberthaven,7148796195x1367,1,16,31,Paul Evans,Ngo,Smithshire,3222400397,2,10,10
772,926,112,Completed,2025-03-04 15:24:00,Tuesday,15,March,162,1,Rice,41,2025-03-16,240,Catering Service,Andreaborough,Vegetarian,Snacks,-151,True,3,2,Marshall Ltd,Catering Service,"30050 Christine Square Apt. 097
Kingfort, KS 26841",Andreaborough,+1-314-339-0357x53136,0,13,50,Brady Lopez,Individual,Michaeltown,8312755906x807,1,11,14
773,35,205,Pending,2025-03-12 10:01:00,Wednesday,10,March,154,2,Rice,6,2025-03-23,108,Supermarket,East Austin,Vegan,Breakfast,-144,True,0,1,Williams-Cox,Supermarket,"400 Ross Radial
Francomouth, MT 80264",East Austin,0821142329,3,11,37,Kimberly Wilkins,Charity,West Casey,3783162949,0,10,10
774,35,479,Cancelled,2025-03-20 12:11:00,Thursday,12,March,146,0,Rice,6,2025-03-23,108,Supermarket,East Austin,Vegan,Breakfast,-144,True,0,1,Williams-Cox,Supermarket,"400 Ross Radial
Francomouth, MT 80264",East Austin,0821142329,3,11,37,Karen Reeves Md,Ngo,Lake Mitchellbury,365-174-3809,2,17,12
775,961,806,Completed,2025-03-05 23:56:00,Wednesday,23,March,161,1,Soup,22,2025-03-25,66,Restaurant,Lake Michaelfurt,Non-vegetarian,Lunch,-142,True,2,0,Lambert-Wilson,Restaurant,"2162 Johnson Field
East Caroline, AZ 13953",Lake Michaelfurt,+1-552-690-1512x083,2,16,42,James Miller,Ngo,Lisabury,+1-499-819-6868x6637,2,8,20
776,23,559,Cancelled,2025-03-02 00:29:00,Sunday,0,March,164,0,Salad,43,2025-03-26,1,Supermarket,New Jessica,Vegan,Dinner,-141,True,1,1,Gonzales-Cochran,Supermarket,"74347 Christopher Extensions
Andreamouth, OK 91839",New Jessica,+1-600-220-0480,3,11,50,Randy Martinez,Shelter,Brownville,001-788-451-1379x961,3,10,20
777,886,297,Cancelled,2025-03-14 09:47:00,Friday,9,March,152,0,Bread,48,2025-03-20,423,Restaurant,South Justinborough,Vegetarian,Breakfast,-147,True,0,2,Serrano-Lopez,Restaurant,"312 Hodge Center
West Stevenshire, KS 70989",South Justinborough,225688-7752x0658,2,19,43,Deanna Daniels,Individual,Aguilarstad,001-436-929-2288,1,11,16
778,241,715,Pending,2025-03-11 00:31:00,Tuesday,0,March,155,2,Fish,4,2025-03-23,135,Catering Service,East Candace,Vegetarian,Breakfast,-144,True,0,2,Dyer Group,Catering Service,"601 Kent Mills Apt. 098
New Robertstad, NY 73393",East Candace,9069001026,0,12,48,Tyler Christensen,Charity,Lake Douglas,306-691-2501,0,12,12
779,508,56,Cancelled,2025-03-13 18:28:00,Thursday,18,March,153,0,Dairy,42,2025-03-18,176,Restaurant,East John,Vegan,Lunch,-149,True,2,1,Allen-Mccullough,Restaurant,"3715 White Gardens Apt. 568
South Sarah, AK 76176",East John,8921994982,2,9,49,Deborah Smith,Individual,Jasonshire,9960394276x36961,1,10,16
780,16,194,Pending,2025-03-08 13:58:00,Saturday,13,March,158,2,Dairy,6,2025-03-26,862,Grocery Store,East Tammy,Vegan,Snacks,-141,True,3,1,Obrien-Carr,Grocery Store,"7915 Jacob Tunnel Suite 241
New Lisaport, HI 08755",East Tammy,0963814881x4011,1,10,50,Alan Campbell,Ngo,Shawmouth,942807-0793x71978,2,9,17
781,676,701,Pending,2025-03-04 14:26:00,Tuesday,14,March,162,2,Soup,15,2025-03-23,577,Catering Service,Lake Donna,Non-vegetarian,Dinner,-144,True,1,0,Taylor-Matthews,Catering Service,"073 Cathy Trail Apt. 793
Nelsonfurt, NY 98042",Lake Donna,864-725-3991x8612,0,10,45,Amber Arellano,Ngo,South Marymouth,+1-718-425-8787x628,2,15,19
782,476,181,Completed,2025-03-04 19:49:00,Tuesday,19,March,162,1,Fruits,2,2025-03-28,993,Restaurant,East Stephanie,Non-vegetarian,Dinner,-139,True,1,0,Mckinney Ltd,Restaurant,"179 Fernandez Rapids
Campbellport, MA 31352",East Stephanie,225-959-2378,2,14,43,Paul Evans,Ngo,Smithshire,3222400397,2,10,10
783,485,429,Cancelled,2025-03-15 18:58:00,Saturday,18,March,151,0,Salad,50,2025-03-18,185,Restaurant,Shirleyland,Vegan,Lunch,-149,True,2,1,"Horn, Johnson And Moore",Restaurant,"886 Tammy Mills
Stevensshire, VA 03285",Shirleyland,5969932969x47891,2,11,38,Daniel Williams,Shelter,Russellburgh,2886093038,3,12,10
784,655,381,Pending,2025-03-19 22:41:00,Wednesday,22,March,147,2,Salad,46,2025-03-27,491,Supermarket,Samanthabury,Non-vegetarian,Snacks,-140,True,3,0,Wilkerson-Woods,Supermarket,"51520 Deborah Views Apt. 001
Moranbury, VT 92348",Samanthabury,3597678978,3,12,48,Yvette Huffman,Charity,Reevestown,8398518386,0,10,10
785,981,887,Pending,2025-03-15 14:23:00,Saturday,14,March,151,2,Dairy,47,2025-03-18,999,Grocery Store,Stevenchester,Vegan,Breakfast,-149,True,0,1,Moody Ltd,Grocery Store,"17580 Ernest Hills
Lake Michaelmouth, OR 56416",Stevenchester,6373003664x4880,1,13,46,Jean Woods,Shelter,Fernandezchester,+1-688-546-8304x8077,3,16,20
786,104,977,Pending,2025-03-09 13:13:00,Sunday,13,March,157,2,Dairy,3,2025-03-29,468,Supermarket,East Johnburgh,Non-vegetarian,Dinner,-138,True,1,0,Alexander-Mendoza,Supermarket,"08769 Colleen Mount Apt. 218
Torresberg, TN 59083",East Johnburgh,5962493643x159,3,14,49,Pamela Scott,Charity,South Paul,310-642-0442,0,10,12
787,988,590,Completed,2025-03-15 04:12:00,Saturday,4,March,151,1,Soup,44,2025-03-24,517,Grocery Store,Wadeville,Vegan,Lunch,-143,True,2,1,Porter Inc,Grocery Store,"459 Allen Valleys
Hoside, WV 99671",Wadeville,8881413309x17466,1,9,34,Terry Fernandez,Shelter,Mooreburgh,5060527523x43392,3,10,16
788,253,379,Completed,2025-03-19 17:32:00,Wednesday,17,March,147,1,Rice,20,2025-03-19,231,Supermarket,North Tom,Vegan,Snacks,-148,True,3,1,Jackson-Robinson,Supermarket,"2416 Gray Route Apt. 246
Boydland, AL 93137",North Tom,001-341-741-8533,3,9,43,Tara Graham,Shelter,Lake Cory,6178697697,3,9,10
789,684,202,Cancelled,2025-03-01 21:34:00,Saturday,21,March,165,0,Rice,39,2025-03-29,221,Supermarket,Walterborough,Vegetarian,Snacks,-138,True,3,2,Richardson Group,Supermarket,"48378 Morris Pines Apt. 216
Port Williamville, MD 62944",Walterborough,924099-7995,3,13,55,Veronica Coleman,Ngo,North Mario,096512-5528x76619,2,11,17
790,30,680,Completed,2025-03-05 13:01:00,Wednesday,13,March,161,1,Soup,4,2025-03-16,616,Restaurant,Clarkberg,Vegetarian,Dinner,-151,True,1,2,Moore-Flowers,Restaurant,"57451 Davis Port Apt. 531
East John, CT 19104",Clarkberg,256326-8681x6129,2,9,45,James Lewis,Ngo,Richardton,001-151-287-1850,2,10,16
791,240,144,Cancelled,2025-03-10 03:33:00,Monday,3,March,156,0,Fruits,46,2025-03-26,319,Restaurant,Lake Amymouth,Vegetarian,Lunch,-141,True,2,2,"Davila, Green And Avila",Restaurant,"28646 Tiffany Meadow Apt. 469
Lyonshaven, IA 48088",Lake Amymouth,2386104312,2,13,50,Jennifer Nelson,Individual,North Paul,613802-7241x644,1,10,15
792,775,259,Completed,2025-03-12 17:39:00,Wednesday,17,March,154,1,Pasta,7,2025-03-17,204,Supermarket,Lake Lauraton,Vegetarian,Dinner,-150,True,1,2,Lyons Inc,Supermarket,"0820 Christopher Dale
Angelamouth, GA 29905",Lake Lauraton,1279595462x8745,3,13,43,Aimee Stone,Ngo,Barnesport,104-394-7041x83013,2,10,18
793,444,783,Completed,2025-03-02 21:12:00,Sunday,21,March,164,1,Dairy,27,2025-03-27,117,Restaurant,Amberton,Non-vegetarian,Lunch,-140,True,2,0,"Morales, Wood And Cox",Restaurant,"046 Madeline Plain Apt. 669
Smithbury, MS 53261",Amberton,4680250721x72227,2,8,47,Monica Phillips,Charity,New Phillipfurt,188-588-9838,0,15,12
794,928,318,Cancelled,2025-03-13 16:04:00,Thursday,16,March,153,0,Bread,20,2025-03-20,852,Grocery Store,East Shanestad,Vegetarian,Breakfast,-147,True,0,2,Jones-Burnett,Grocery Store,"515 Elizabeth Well Suite 591
East Paul, IN 33760",East Shanestad,001-718-367-8316,1,14,48,Michael Carter,Charity,Danielborough,+1-149-468-9647x5327,0,13,20
795,902,293,Completed,2025-03-05 21:45:00,Wednesday,21,March,161,1,Salad,34,2025-03-30,347,Supermarket,Louismouth,Vegan,Snacks,-137,True,3,1,"Hood, Hoffman And Wright",Supermarket,"783 Gonzales Valleys Apt. 115
Alexandrialand, NH 52248",Louismouth,9926973906x31622,3,10,54,Randy Roach,Charity,East Bryan,888-534-4534,0,10,12
796,685,410,Cancelled,2025-03-13 00:39:00,Thursday,0,March,153,0,Rice,39,2025-03-18,332,Restaurant,West Whitneymouth,Vegetarian,Dinner,-149,True,1,2,Cox Llc,Restaurant,"406 Lucero Mountain Apt. 736
Mollyport, RI 14316",West Whitneymouth,001-018-140-2068x875,2,17,48,Betty Reid,Charity,North Abigail,001-526-626-7117x20926,0,13,22
797,950,275,Pending,2025-03-12 22:59:00,Wednesday,22,March,154,2,Pasta,3,2025-03-27,619,Grocery Store,North Katelynland,Vegetarian,Snacks,-140,True,3,2,"Hopkins, Mora And Green",Grocery Store,"036 Valerie Land
Garzashire, WI 83113",North Katelynland,001-965-519-2456x24569,1,17,37,Michael Johnson,Individual,Longmouth,0810428712,1,9,10
798,609,735,Pending,2025-03-09 10:08:00,Sunday,10,March,157,2,Bread,38,2025-03-23,541,Catering Service,West Karen,Vegetarian,Breakfast,-144,True,0,2,Lewis-Deleon,Catering Service,"PSC 3880, Box 0574
APO AE 02776",West Karen,399-298-6885x917,0,10,31,Kyle Scott,Individual,Reedview,001-980-204-3107x974,1,8,20
799,487,786,Completed,2025-03-06 19:57:00,Thursday,19,March,160,1,Fruits,43,2025-03-18,499,Catering Service,Jonathanstad,Vegetarian,Dinner,-149,True,1,2,Blankenship-Lewis,Catering Service,"883 Lee Alley
East Robertview, MI 64109",Jonathanstad,651-552-2403,0,12,39,Robert Kim,Shelter,Port Gabrielleborough,513-156-7998x53487,3,21,18
800,224,227,Cancelled,2025-03-11 23:55:00,Tuesday,23,March,155,0,Fruits,29,2025-03-19,556,Catering Service,Brittanyland,Non-vegetarian,Snacks,-148,True,3,0,"Reyes, Houston And Esparza",Catering Service,"60546 Amanda Canyon
Holmesmouth, ME 97812",Brittanyland,7525269578,0,12,41,Samuel Hodge,Ngo,Port Maria,302-463-7516,2,10,12
801,131,72,Completed,2025-03-04 15:42:00,Tuesday,15,March,162,1,Fish,16,2025-03-18,241,Catering Service,Devinmouth,Vegan,Dinner,-149,True,1,1,"Harper, Blake And Alexander",Catering Service,"882 Smith Heights
East Cherylborough, DC 06299",Devinmouth,144381-3923,0,10,46,Charles Davidson,Shelter,West Angelatown,+1-294-698-2957,3,15,15
802,100,729,Completed,2025-03-17 09:35:00,Monday,9,March,149,1,Vegetables,22,2025-03-18,647,Restaurant,West Kara,Vegan,Breakfast,-149,True,0,1,Hayes Inc,Restaurant,"196 Emma Ville
South Lisaside, CT 21368",West Kara,423-402-5949x4533,2,9,39,David Spence,Charity,Port Curtisside,+1-843-006-1807,0,15,15
803,701,240,Pending,2025-03-09 14:33:00,Sunday,14,March,157,2,Salad,33,2025-03-19,192,Catering Service,Leslieville,Vegetarian,Lunch,-148,True,2,2,"Hunter, Ballard And Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,0,11,53,Ronald Miller,Shelter,Edwardsside,0180633263,3,11,10
804,614,655,Cancelled,2025-03-21 06:12:00,Friday,6,March,145,0,Salad,43,2025-03-16,146,Supermarket,Jonathanhaven,Vegan,Lunch,-151,True,2,1,Hampton-Lee,Supermarket,"994 Maxwell Squares Apt. 136
Browninghaven, IA 33077",Jonathanhaven,663-119-2623x961,3,13,52,Lauren Golden,Ngo,Michealstad,509120-3093,2,11,11
805,181,348,Cancelled,2025-03-13 11:08:00,Thursday,11,March,153,0,Rice,35,2025-03-16,47,Supermarket,East Andrewland,Non-vegetarian,Lunch,-151,True,2,0,Wong-Reese,Supermarket,"9078 Jeffrey Drive Suite 439
Lake Jasonberg, RI 48655",East Andrewland,483-625-4097,3,15,53,Donna Hughes,Individual,Maryfort,352-520-3779x375,1,8,16
806,529,650,Pending,2025-03-02 07:54:00,Sunday,7,March,164,2,Dairy,48,2025-03-17,901,Supermarket,West Melissastad,Non-vegetarian,Dinner,-150,True,1,0,Galvan Ltd,Supermarket,"053 Richard Glens
Port Tanya, AR 46804",West Melissastad,6379149942,3,16,38,Nicholas Peterson,Ngo,West Troyview,001-528-783-1533x9196,2,13,21
807,767,742,Completed,2025-03-08 17:05:00,Saturday,17,March,158,1,Salad,17,2025-03-27,952,Grocery Store,Samueltown,Vegan,Dinner,-140,True,1,1,"Harris, Mcdonald And Taylor",Grocery Store,"0039 Alexander Terrace Apt. 565
Aprilborough, MI 33494",Samueltown,+1-648-160-9304,1,10,54,Matthew Webb,Charity,West David,001-998-341-9445x0465,0,10,21
808,243,528,Pending,2025-03-01 20:29:00,Saturday,20,March,165,2,Fruits,30,2025-03-24,750,Supermarket,Michaelton,Non-vegetarian,Snacks,-143,True,3,0,Barnes And Sons,Supermarket,"41662 John Shoals Apt. 246
West Shannon, NM 07777",Michaelton,547040-4732,3,10,49,Alexander Dean,Charity,New Robert,+1-291-500-3349x3774,0,10,20
809,929,603,Pending,2025-03-10 03:05:00,Monday,3,March,156,2,Bread,23,2025-03-26,181,Restaurant,Taylormouth,Vegan,Lunch,-141,True,2,1,"Black, Montgomery And Hernandez",Restaurant,"118 Karen Fields
West Angelaport, GA 22035",Taylormouth,001-763-656-6801x10211,2,11,42,Christina Caldwell,Shelter,New Christopherburgh,457874-5807x7325,3,20,16
810,528,281,Cancelled,2025-03-15 06:11:00,Saturday,6,March,151,0,Chicken,6,2025-03-27,677,Grocery Store,Williamsmouth,Vegan,Snacks,-140,True,3,1,"Gonzalez, Dunn And Oconnell",Grocery Store,"778 Richard Glen Suite 654
Cassandrafort, CA 25549",Williamsmouth,+1-605-449-8141x1518,1,13,50,Mrs. Kristin Adams Dds,Charity,Lake Christychester,073-764-3235,0,19,12
811,399,57,Cancelled,2025-03-10 06:39:00,Monday,6,March,156,0,Chicken,16,2025-03-29,593,Grocery Store,Tammyside,Vegetarian,Lunch,-138,True,2,2,"Spencer, Gibson And Arias",Grocery Store,"04212 Gonzalez Shoals Suite 814
Stephenton, MO 69807",Tammyside,5257240172x690,1,9,52,Christopher Lozano,Individual,New Mary,217-827-0862,1,8,12
812,820,473,Pending,2025-03-07 00:40:00,Friday,0,March,159,2,Fruits,46,2025-03-27,753,Supermarket,South Randy,Non-vegetarian,Lunch,-140,True,2,0,Lawrence-Clark,Supermarket,"699 Brooks Parkway
Davisside, AL 18704",South Randy,122-170-5452x33780,3,11,38,Justin Powell,Shelter,Port Sarah,001-823-112-3947x46965,3,10,22
813,934,982,Completed,2025-03-02 22:20:00,Sunday,22,March,164,1,Salad,50,2025-03-29,951,Grocery Store,Spenceland,Vegan,Breakfast,-138,True,0,1,"Hodge, Lee And Washington",Grocery Store,"2730 Shannon Mall Apt. 069
Owensburgh, MO 32097",Spenceland,2321569552,1,10,47,Thomas Villanueva,Ngo,Gutierrezmouth,001-338-603-9644,2,14,16
814,95,438,Completed,2025-03-15 18:11:00,Saturday,18,March,151,1,Pasta,19,2025-03-24,120,Restaurant,New Lisa,Vegan,Snacks,-143,True,3,1,Burns-Davis,Restaurant,"100 Jill Trail Suite 664
Danielmouth, TX 62651",New Lisa,+1-749-554-2482x64065,2,8,46,Jane Davis,Individual,Lake Joshuaville,001-480-554-8487x778,1,16,20
815,243,795,Completed,2025-03-18 08:50:00,Tuesday,8,March,148,1,Fruits,30,2025-03-24,750,Supermarket,Michaelton,Non-vegetarian,Snacks,-143,True,3,0,Barnes And Sons,Supermarket,"41662 John Shoals Apt. 246
West Shannon, NM 07777",Michaelton,547040-4732,3,10,49,Caitlin Cobb,Charity,North Andresport,+1-968-871-4930,0,16,15
816,627,899,Pending,2025-03-07 18:11:00,Friday,18,March,159,2,Vegetables,26,2025-03-17,890,Restaurant,Pereztown,Non-vegetarian,Breakfast,-150,True,0,0,"Simpson, Mcguire And Brown",Restaurant,"950 Dawn Mountains
New Robert, MI 58996",Pereztown,2744641201x34627,2,9,39,Rachel Pena,Ngo,Grossport,523668-5935x836,2,9,15
817,969,800,Pending,2025-03-03 16:20:00,Monday,16,March,163,2,Soup,50,2025-03-21,208,Restaurant,East Garyton,Non-vegetarian,Lunch,-146,True,2,0,"Miller, Johnson And Fernandez",Restaurant,"228 Kathryn Mountains Suite 986
Cortezmouth, IA 90538",East Garyton,9857900081x8718,2,12,53,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,1,9,19
818,797,570,Completed,2025-03-10 20:54:00,Monday,20,March,156,1,Dairy,40,2025-03-27,467,Catering Service,Phillipsfort,Vegan,Breakfast,-140,True,0,1,"Wilson, Watkins And Moore",Catering Service,"57044 Fisher Valley
Parkerland, ID 82897",Phillipsfort,7829440904,0,12,40,Anthony Cochran,Individual,Port Todd,+1-960-253-0828x4007,1,9,20
819,18,617,Pending,2025-03-06 01:36:00,Thursday,1,March,160,2,Soup,28,2025-03-27,455,Catering Service,Madisonfort,Vegan,Snacks,-140,True,3,1,Rios Group,Catering Service,"58472 Snyder Squares
Port Zacharyton, CT 67515",Madisonfort,003-727-0894x163,0,11,46,Justin Lee,Individual,Shelleyburgh,1996465303x65771,1,12,16
820,943,869,Completed,2025-03-07 18:34:00,Friday,18,March,159,1,Bread,13,2025-03-19,413,Catering Service,North Mike,Vegan,Lunch,-148,True,2,1,"Davis, Bowen And Miller",Catering Service,"418 Adam Mission Suite 750
Jessicaville, OR 26759",North Mike,9207424674,0,10,49,David Mendoza,Charity,North Shawnastad,001-517-864-9061x969,0,16,20
821,590,300,Cancelled,2025-03-11 03:27:00,Tuesday,3,March,155,0,Fruits,11,2025-03-28,56,Catering Service,Michaelview,Vegan,Snacks,-139,True,3,1,Morris Ltd,Catering Service,"03207 Paul Shoals
Thomasshire, AR 89205",Michaelview,654-751-2531x515,0,11,39,Jeanne Benjamin,Ngo,North Alexander,5950007971x3446,2,15,15
822,126,122,Pending,2025-03-04 06:00:00,Tuesday,6,March,162,2,Dairy,27,2025-03-18,54,Supermarket,Lake Rachael,Vegan,Lunch,-149,True,2,1,"Bennett, Phillips And Green",Supermarket,"Unit 0882 Box 8764
DPO AE 00627",Lake Rachael,001-350-580-0382x854,3,12,31,Drew Cline,Ngo,Port Patriciachester,517-828-7715,2,20,12
823,96,800,Cancelled,2025-03-07 21:50:00,Friday,21,March,159,0,Dairy,5,2025-03-25,656,Restaurant,South Tiffanyfort,Non-vegetarian,Breakfast,-142,True,0,0,Henry Plc,Restaurant,"10897 Duncan Manors Apt. 117
Whitneyshire, IA 92311",South Tiffanyfort,1045767855x2145,2,17,51,Anthony Garcia,Individual,Brownbury,+1-845-541-9687x513,1,9,19
824,151,508,Cancelled,2025-03-15 05:45:00,Saturday,5,March,151,0,Chicken,19,2025-03-23,902,Supermarket,Port Robertport,Vegetarian,Dinner,-144,True,1,2,Parsons Ltd,Supermarket,"13271 Michael Way Apt. 244
South Jennifer, AK 74009",Port Robertport,445-558-2787x92329,3,15,51,Kimberly Wilson,Individual,Susanville,9903662975,1,10,10
825,31,590,Pending,2025-03-12 07:28:00,Wednesday,7,March,154,2,Bread,42,2025-03-22,535,Grocery Store,Valdezborough,Non-vegetarian,Snacks,-145,True,3,0,Hill Plc,Grocery Store,"8470 Brandon Extension
North Rhondastad, AK 50332",Valdezborough,+1-157-982-5008x743,1,13,49,Terry Fernandez,Shelter,Mooreburgh,5060527523x43392,3,10,16
826,762,965,Cancelled,2025-03-09 09:16:00,Sunday,9,March,157,0,Soup,4,2025-03-23,76,Restaurant,Port Amandamouth,Vegetarian,Snacks,-144,True,3,2,Clark-Estes,Restaurant,"1854 Michael Locks Suite 076
Shaneland, AZ 73210",Port Amandamouth,001-879-812-0126x19146,2,16,48,Ashley Silva,Ngo,Port Thomas,553048-3123x8350,2,11,16
827,964,59,Cancelled,2025-03-19 13:26:00,Wednesday,13,March,147,0,Rice,46,2025-03-25,192,Catering Service,Leslieville,Vegan,Dinner,-142,True,1,1,"Hunter, Ballard And Caldwell",Catering Service,"60550 Fleming Branch Suite 560
Jessicashire, UT 62403",Leslieville,001-594-592-2116x9925,0,11,53,Alicia Thomas,Charity,Lake Mary,604320-0347x3019,0,9,16
828,598,723,Pending,2025-03-04 04:15:00,Tuesday,4,March,162,2,Rice,19,2025-03-27,981,Restaurant,West Stevenport,Non-vegetarian,Lunch,-140,True,2,0,Glenn-York,Restaurant,"96371 Owens Mountains
North Daniellestad, WI 11685",West Stevenport,063458-3909x33019,2,15,50,Lisa Kim,Individual,New Brandyhaven,+1-465-856-2095,1,15,15
829,443,891,Pending,2025-03-14 21:42:00,Friday,21,March,152,2,Chicken,34,2025-03-22,671,Grocery Store,North Catherine,Non-vegetarian,Lunch,-145,True,2,0,Sanders And Sons,Grocery Store,"0805 Nicholas Oval Suite 499
New Randy, WI 52774",North Catherine,+1-308-986-2848x196,1,15,48,Thomas Myers,Shelter,North Haleyhaven,579-856-5722,3,16,12
830,353,706,Cancelled,2025-03-16 12:31:00,Sunday,12,March,150,0,Fruits,5,2025-03-29,418,Restaurant,Deborahfurt,Non-vegetarian,Lunch,-138,True,2,0,"Schwartz, Odonnell And Padilla",Restaurant,"23011 Barnett Falls Apt. 524
West Cameron, WY 52614",Deborahfurt,955-658-8107x92494,2,11,51,Shannon Jensen,Shelter,Lake Kevinport,001-378-570-1120x234,3,14,20
